제목,날짜,제목_긍정,제목_부정,제목_중립,스크립트_긍정,스크립트_부정,스크립트_중립
"[김현석의 월스트리트나우] '옐런 원맨쇼', 반등했지만 은행주는 소외됐다",2023-03-24,0.00035669978,0.00045995484,0.99918324,0.022373755,0.1110001,0.8666261
[간밤 월드뉴스 총정리 3월24일] 영·스위스·노르웨이 줄인상/ 달라진 Fed 금리 전망/ 말 바꾼 옐런/ 저승사자 “이번엔 블록”/ 날개 단 SNS·넷플릭스/ 딱 걸린 권도형,2023-03-24,3.96e-05,4.13e-05,0.99991894,0.07596861,0.12812275,0.7959087
[간밤 월드뉴스 총정리 3월23일] FOMC 및 파월 연설 분석…“최종금리 5.25%/ 금·은·채권·원유·유로 급등/ 애완동물주 동향/ 크리스피 크림 돌풍/ 인플레 폭탄 던진 英,2023-03-23,4.76e-05,6.84e-05,0.999884,0.047445185,0.12000339,0.8325514
"[김현석의 월스트리트나우] ""긴축 5월 끝낸다""에 왜 급락? 파월 아닌 옐런 사고쳤다",2023-03-23,0.00014805808,0.0016427265,0.99820924,0.0060886503,0.0788856,0.9150257
"[김현석의 월스트리트나우] 골드만 ""동결한다면 WSJ 알렸다"", 25bp 인상은 문제없다?",2023-03-22,0.0002635589,0.00018528165,0.9995511,0.037164707,0.0779884,0.8848469
"[간밤 월드뉴스 총정리 3월22일] 월가 “Fed 금리 25bp↑…비둘기 발언”/ 나이키·게임스톱 실적/ 집값 하락에…저가 매수 폭발/ 테슬라 급등 왜?/ 캐나다 물가, 깜짝 둔화",2023-03-22,6.29e-05,0.000194304,0.9997428,0.09708272,0.10422929,0.798688
"[김현석의 월스트리트나우] 블랙먼데이 모면했지만…MS ""마지막 폭락 온다""",2023-03-21,4.2898748e-05,9.687501e-05,0.99986017,0.027875565,0.10322255,0.8689019
"[간밤 월드뉴스 총정리 3월21일] AT1이 뭐길래…채권시장 패닉/ 또 위기 맞은 FRC…증자?/ 뜻밖의 수혜, 이 은행/ 엔비디아 호재?/ 시장 25bp↑ vs 로젠그렌 “동결”",2023-03-21,3.76e-05,0.000126262,0.9998361,0.04331688,0.09834068,0.8583424
"[김현석의 월스트리트나우] 'Fed 피벗' 압박하는 시장! 파월, 항복이냐 반격이냐",2023-03-18,0.00028307256,0.00092727185,0.9987897,0.04005475,0.13862081,0.8213244
[간밤 월드뉴스 총정리 3월18일] “美 11개 은행에 위험 전이”/ 전문가 80% “1년 내 침체”/ 22일 FOMC 집중 분석/ 푸틴에 체포영장/ 다음주 파월 변화·나이키 실적,2023-03-18,0.000354658,0.25594372,0.74370164,0.036186542,0.11463238,0.8491811
"[간밤 월드뉴스 총정리 3월17일] 다음 위기 FRC…힘 모은 11곳/ 페덱스 급등/ 50bp 올린 ECB, 다음은?/ 안 풀리는 고용/ 버핏의 OXY 사랑/ 스냅·메타 왜 신났나",2023-03-17,3.64e-05,6.17e-05,0.9999018,0.070153825,0.098389745,0.8314564
[김현석의 월스트리트나우] 또 돈 푸는 Fed…폭등 원인? 한 주 $3000억 뿌렸다,2023-03-17,0.00023477315,0.0012072294,0.998558,0.037782807,0.094231375,0.86798584
"[간밤 월드뉴스 총정리 3월16일] 유럽 위기 확산…당국 또 신속 개입/ Fed, 3월 동결?/ 세진 침체 신호/ 캐시 우드 펀드에 밀물/ 채권·원유·금값은?/ 핑크 CEO의 예언",2023-03-16,7.64e-05,0.00094324,0.9989802,0.024110267,0.11036181,0.8655279
"[김현석의 월스트리트나우] 월가 ""겁먹은 파월, 긴축은 끝""...하지만 주가 못 오른 이유",2023-03-16,0.0002512046,0.0008869994,0.9988618,0.015540973,0.15085879,0.8336002
"[김현석의 월스트리트나우] ""은행 위기는 매수 기회"" VS ""베어스턴스 반등일 뿐""",2023-03-15,0.0057850955,0.0016849691,0.9925299,0.032267626,0.12152372,0.84620863
"[간밤 월드뉴스 총정리 3월15일] 2월 CPI 분석…“문제는 슈퍼코어 물가”/ 유가 급락, 코인 급등 왜?/ 항공사 실적 경고/ 날아오른 긱 이코노미/ 국채 금리 일제히↑",2023-03-15,3.7e-05,5.78e-05,0.9999051,0.083673246,0.14478615,0.7715406
[김현석의 월스트리트나우] 은행발 침체 공포에 Fed 전환하니 사라?,2023-03-14,0.00013539336,0.0014459984,0.99841857,0.01198038,0.114182554,0.8738371
[간밤 월드뉴스 총정리 3월14일] 계속된 SVB 여진…추가 은행은?/ 36년만에 최대 하락한 2년물 금리/ 달러는 이상 약세/ 소고기 ‘비플레이션’ 비상 / 2월 물가 예상,2023-03-14,3.42e-05,6.95e-05,0.9998963,0.042105105,0.12446037,0.8334345
"[김현석의 월스트리트나우] SVB 파산…주가·금리 폭락, 월가 ""50bp 올리면 위기""",2023-03-11,0.0013171663,0.08623309,0.9124498,0.015947362,0.13279545,0.8512572
"[간밤 월드뉴스 총정리 3월11일] 또 “연내 금리 인하”…국채 금리 뚝/ 2월 고용 분석…월가 해석은?/ “주택 먼저 회복할 것”/ 달러 약세, 코인 급락/ 다음주 CPI가 좌우",2023-03-11,4.06e-05,0.000108477,0.99985087,0.038498186,0.14439937,0.81710243
[김현석의 월스트리트나우] 은행주 7%↓ 최악의날! '위기' 전조? 금리도 폭락,2023-03-10,0.0005061653,0.74835503,0.2511388,0.019531896,0.13931818,0.8411499
[간밤 월드뉴스 총정리 3월10일] SVB의 나비 효과…은행주 급락/ 갭·오라클 실적/ 어사나 급등 왜?/ 우드의 테슬라 편애/ 바이든 예산안 분석/ 코인 급락,2023-03-10,4.67e-05,8.95e-05,0.99986374,0.04269178,0.14366034,0.8136479
"[간밤 월드뉴스 총정리 3월9일] 살짝 달라진 파월/ 역시 고용이 문제/ 캐나다, 금리 인상 첫 중단/ 테슬라의 3가지 악재/ 남들 감원할 때 더 뽑는 이곳/ 연착륙의 조건",2023-03-09,3.88e-05,6.66e-05,0.9998946,0.051908348,0.11561482,0.8324769
[김현석의 월스트리트나우] 50bp 인상+부채한도 위기! 무서운 여름이 온다,2023-03-09,0.00013731161,0.00042662994,0.99943596,0.019058917,0.092341095,0.88859993
[김현석의 월스트리트나우] 긴축 해머 내려친 파월! '나쁜 고용' 기다리는 월가,2023-03-08,7.306774e-05,5.9776172e-05,0.9998671,0.014834603,0.091189995,0.89397544
[간밤 월드뉴스 총정리 3월8일] 파월 발언 후 월가 분석/ 더 중요해진 2월 고용지표(10일)/ 42년만 5% 넘은 2년물 금리/ 리비안은 왜?/ “3분기부터 침체”,2023-03-08,4.3e-05,0.000161836,0.99979526,0.05034545,0.09724214,0.85241246
"[김현석의 월스트리트나우] 애플, '골드만 항복'에 급등! 파월 증언에서 봐야할 것",2023-03-07,0.8275451,0.004523455,0.16793147,0.0539819,0.06769349,0.87832457
[간밤 월드뉴스 총정리 3월7일] 또 등장하는 파월/ 테슬라 대체할 OOO/ 스냅 급등 왜?/ 1년 6대 생산 그친 전기차/ 유럽서 등장한 “4번 50bp↑”/ 다이먼이 주목한 것,2023-03-07,5.77e-05,5.52e-05,0.9998871,0.068137914,0.13431871,0.79754335
"[김현석의 월스트리트나우] 정말 중요한 다음주...파월 증언, 그리고 고용(10일)",2023-03-04,6.157018e-05,5.7000645e-05,0.9998814,0.050480954,0.0875939,0.8619251
[간밤 월드뉴스 총정리 3월4일] “3~4달 내 고용 위축”/ 뚝 떨어진 식량 가격 / 11년만 美집값 하락/ OPEC 균열…유가 급등락/ 갑분 코인 추락/ 다음주 고용·베이지북,2023-03-04,3.55e-05,5.67e-05,0.99990773,0.08466344,0.08730514,0.8280314
"[김현석의 월스트리트나우] 금리 쇼크는 없다? ""25bp 고수"" 급반등",2023-03-03,5.0375664e-05,5.118395e-05,0.99989843,0.047972437,0.067520246,0.88450736
[간밤 월드뉴스 총정리 3월3일] 차선책의 비극/ 코스트코 실적/ 1등 백화점주 급등 왜?/ 유럽 또 고물가…ECB 금리↑/ 실버게이트發 코인 충격/ 反크레이머 ETF,2023-03-03,4.43e-05,5.88e-05,0.99989676,0.05839724,0.11962881,0.8219739
"[김현석의 월스트리트나우] 아인혼 ""금리 더 오른다"" 더들리 ""파월은 아서 번스""",2023-03-02,4.6184556e-05,4.420983e-05,0.99990964,0.023076165,0.07743953,0.89948434
[간밤 월드뉴스 총정리 3월2일] 테슬라의 날 분석(feat.정소람)/ 세일즈포스 실적/ 모기지 충격/ 급증한 美 파산신청/ 로우스는 왜?/ 독일 물가도 재상승,2023-03-02,5.42e-05,9.51e-05,0.99985075,0.0667767,0.104235165,0.82898813
"[간밤 월드뉴스 총정리 3월1일] 리비안·노바백스 실적/ 테슬라에 줄 이은 ‘매수’/ 2월 승자와 패자/ 유럽의 인플레 재경고/ “집값 꼭지, 작년 6월”/ 크루즈 급락 왜?",2023-03-01,8.62e-05,0.000420581,0.99949324,0.06947319,0.13695799,0.79356885
[김현석의 월스트리트나우] 4% 육박한 금리! 3월 상승확률 64%,2023-03-01,4.8567235e-05,6.0629376e-05,0.9998908,0.025826363,0.097478956,0.8766946
"[간밤 월드뉴스 총정리 2월28일] 금주 소매 실적/ 1월 내구재 수주 따져보니/ 줌 비디오 성적/ 하루 30% 뛴 전기차/ 우드의 엔비디아 전망/ 16년만 최고, 2년물",2023-02-28,5.22e-05,4.39e-05,0.9999038,0.07827398,0.11858721,0.80313873
"[김현석의 월스트리트] 200일선(3940)을 지켜라! ""미중 갈등→한국 큰 위기""",2023-02-28,0.00014826184,0.0021545028,0.9976972,0.03720089,0.07573182,0.88706726
"[김현석의 월스트리트나우] 인플레이션의 역습 ""6% 금리 각오하라""",2023-02-25,4.9295635e-05,4.50042e-05,0.9999056,0.04616096,0.06928847,0.8845505
[간밤 월드뉴스 총정리 2월25일] 갑분 최종금리 6%설/ 실적 충격에도 뛴 극장주 왜?/ 어도비 난관/ 코인주 위축/ 뚝 떨어진 엔화/ 다음주 Fed 발언…타겟·리비안 실적,2023-02-25,4.06e-05,0.000163797,0.9997956,0.046738632,0.104754426,0.848507
[간밤 월드뉴스 총정리 2월24일] 비욘드미트 시간외 급등/ 웨이페어 충격/ 갑자기 뛴 모기지 금리/ 넷플릭스·달러숍은 왜?/ 세계은행 새 총재/ PCE 물가 우려,2023-02-24,3.64e-05,9.71e-05,0.9998665,0.07196664,0.1780864,0.74994695
"[김현석의 월스트리트나우] 골드만삭스의 반성문 ""엔비디아, 잘못 봤다""",2023-02-24,0.00041654875,0.97883236,0.020751128,0.04677402,0.07792519,0.87530077
"[김현석의 월스트리트나우] ""50bp 인상 주장"" 불러드, 메스터 말고 더 있다?",2023-02-23,8.280994e-05,7.7783836e-05,0.9998393,0.019827561,0.070468076,0.9097043
[간밤 월드뉴스 총정리 2월23일] FOMC 의사록 시사점/ 위기의 인텔/ 헤지펀드 758개가 산 종목/ “순환주 매수 추천” 왜?/ 유가 급락,2023-02-23,4.59e-05,0.000147765,0.99980634,0.04934508,0.13177238,0.8188825
"[김현석의 월스트리트나우] 무너진 4000, 랠리 끝? 홈디포가 말해주는 7가지",2023-02-22,4.7569734e-05,3.9253136e-05,0.9999132,0.052283566,0.14151569,0.8062007
[간밤 월드뉴스 총정리 2월22일] 시걸 “3월 50bp 인상 검토”/ 고가 주택 더 부진/ 코인베이스 실적/ 테슬라의 경쟁력/ 또 등장한 ‘침체만이 해법’,2023-02-22,3.56e-05,0.000121277,0.999843,0.04811799,0.18910706,0.76277494
"[김현석의 월스트리트나우] 바킨의 구원 ""25bp 고수""! BoA ""S&P 3월초 3800""",2023-02-18,0.00012320947,7.580557e-05,0.999801,0.021674898,0.09915568,0.87916946
"[간밤 월드뉴스 총정리 2월18일] 엘에리언 “경제 깨져야 물가↓”/ 유럽 뒤흔든 두 명/ 2월에도 달린 중고차값/ 32% 뛴 이 종목/ 에어캐나다, 왜?/ 다음주 PCE·엔비디아",2023-02-18,3.5e-05,4.52e-05,0.9999198,0.08986643,0.1310756,0.779058
[김현석의 월스트리트나우] 재부상한 50bp 인상론...막판 급락 원인 '0DTE'?,2023-02-17,0.00064650946,0.006673809,0.9926797,0.02950102,0.07284032,0.8976587
[간밤 월드뉴스 총정리 2월17일] 더 세진 Fed/ 도어대시 실적/ 테슬라 리콜 파장/ 코인 뛰는 3가지 이유/ 방산주 왜?/ 그린 “전형적 강세장 초기”,2023-02-17,0.005943916,0.003581923,0.99047416,0.07773477,0.14673913,0.77552617
[간밤 월드뉴스 총정리 2월16일] 코인 갑분 급등/ 로쿠·질로우 실적 / 예상 깬 소매판매·산업생산/ 테슬라·리비안·루시드 동시 환호 왜?/ 버핏 종목 분석/ “주택주 암운”,2023-02-16,0.000110823,7.36e-05,0.9998155,0.11809489,0.08044107,0.801464
"[김현석의 월스트리트나우] 골디락스 vs 노 랜딩 ""증시 방향, 달러 봐라""",2023-02-16,4.5622706e-05,4.6131885e-05,0.9999082,0.02813281,0.039346267,0.932521
"[간밤 월드뉴스 총정리 2월15일] 하커 “금리 인상 끝 근접” vs. 시장 “세 번 더↑”/ 에어비앤비 실적 의미/ “AI 승자, 엔비디아”/ 유럽도 “고금리 더 오래”",2023-02-15,4.34e-05,6.3e-05,0.99989367,0.07379088,0.08898842,0.8372206
[김현석의 월스트리트나우] CPI 예상보다 나빴지만 랠리 무너지지 않은 이유,2023-02-15,7.727429e-05,0.0001106978,0.99981207,0.026142638,0.085455835,0.88840157
[간밤 월드뉴스 총정리 2월14일] “약세 짧고 강세 길다”/ 2차 감원 태풍/ 팰런티어 실적/ BofA “60% 뛸 종목”/ 디즈니의 복귀/ “유럽도 침체 피할 것”,2023-02-14,0.001087915,0.8823713,0.11654067,0.11211346,0.09181398,0.79607254
"[김현석의 월스트리트나우] JP모건의 CPI 예상 ""6.3% 밑이면 주가 상승""",2023-02-14,0.000106368534,7.791333e-05,0.99981576,0.030005861,0.06146525,0.9085289
"[김현석의 월스트리트나우] 12월 CPI 더 높았다 ""다음주 랠리 전환점""",2023-02-11,5.6487705e-05,3.8074988e-05,0.99990547,0.047087725,0.080684096,0.87222815
[간밤 월드뉴스 총정리 2월11일] 서머스 “더 센 긴축 각오”/ 러의 감산 반격…유가 급등/ 캐나다 고용 또 급증/ 테슬라 中가격 인상/ 다음주 소비자물가가 좌우,2023-02-11,4.33e-05,4.3e-05,0.9999137,0.066933006,0.08631383,0.8467531
[간밤 월드뉴스 총정리 2월10일] 엘에리언의 경고/ 페이팔·리프트 실적/ 엇갈린 두 의류업체/ 루시드 급락 왜?/ GM 베팅/ 90세 말키엘의 조언,2023-02-10,0.000655452,0.19925044,0.80009407,0.069942296,0.15527977,0.774778
"[김현석의 월스트리트나우] 중고차 이어 월세도 상승! 아이칸, 폭락에 5000만불 베팅?",2023-02-10,0.00012651096,6.251206e-05,0.9998111,0.06812607,0.1152679,0.8166061
[간밤 월드뉴스 총정리 2월9일] 디즈니·로빈후드 실적/ “2~3월 기대 말라”/ 계란 도매가 이상 급락/ 강경한 ‘매파 유럽’/ 엇갈린 우버·리프트 왜?/ 최대 해운사의 예고,2023-02-09,0.000844518,0.01984039,0.97931504,0.10226657,0.1332782,0.76445526
[김현석의 월스트리트나우] 1월 CPI 공포 시작 “금리 6% 베팅 증가”,2023-02-09,5.813141e-05,6.6423876e-05,0.9998754,0.024982383,0.06112236,0.9138953
[김현석의 월스트리트나우] '매파' 거부한 파월...​​​​​​​'발렌타인데이 CPI가 관건',2023-02-08,0.00024716769,0.0020321698,0.99772066,0.057835132,0.037893567,0.9042713
"[간밤 월드뉴스 총정리 2월8일] 카시카리 “금리 5.4%로”/ 다시 뛴 중고차값/ 호주는 매파 기조/ AI 전성시대/ “버핏, 자사주 매입 기대”",2023-02-08,6.6e-05,6.33e-05,0.99987066,0.1043709,0.14257316,0.75305593
[김현석의 월스트리트나우] 고용 충격→금리/달러 폭등...파월 말 바꾸면 랠리 끝,2023-02-07,6.407717e-05,0.00031375964,0.9996221,0.045544103,0.06486827,0.8895877
"[간밤 월드뉴스 총정리 2월7일] 테슬라·리비안·카누 분석/ 올해 침체 확률 낮춘 GS/ 월가·시장 “금리 더 높게”/ “기술주, 잃어버린 10년 온다” 왜?/ 디즈니 호재",2023-02-07,3.89e-05,5.66e-05,0.9999045,0.074920505,0.13198417,0.79309535
[김현석의 월스트리트나우] 괴물 같은 고용+서비스업 회복...파월 '피벗' 너무 빨랐다?,2023-02-04,7.125746e-05,6.1714374e-05,0.99986696,0.02472969,0.08868912,0.88658124
[간밤 월드뉴스 총정리 2월4일] 美 고용 현주소 및 전망/ 최고 찍은 英증시…파운드 급락/ 클로록스 효자 상품/ 코헨 매집 종목/ 다음주 파월 대담…디즈니·우버 실적,2023-02-04,3.93e-05,4.84e-05,0.99991226,0.0528337,0.07415244,0.87301385
[간밤 월드뉴스 총정리 2월3일] 애플·알파벳·아마존 실적…메타의 귀환/ “유럽·英도 인상 중단”/ 모기지 금리 급락…집값 청신호/ 오렌지·소고기값도 비상/ 숏 종목의 반란,2023-02-03,4.66e-05,5.84e-05,0.999895,0.08741295,0.14871165,0.76387537
"[김현석의 월스트리트나우] 파월 끌고, 메타 밀었는데...애플 아마존 알파벳이 망치나",2023-02-03,0.00014481362,0.0002613503,0.9995939,0.044446386,0.10627544,0.84927815
"[김현석의 월스트리트나우] '비둘기'된 파월...시장, 확신 얻었다→랠리",2023-02-02,8.074856e-05,4.9853374e-05,0.99986947,0.019108247,0.08359599,0.8972958
[간밤 월드뉴스 총정리 2월2일] Fed 안 믿는 시장…달러 급락/ 메타 실적/ “상저하고 틀렸다”/ 유럽 인플레 ‘뚝’/ 테슬라·리비안 희비/ 우드 “혁신주 연 40%↑”,2023-02-02,0.000141884,0.002082385,0.99777573,0.12126228,0.1292601,0.7494776
[간밤 월드뉴스 총정리 2월1일] AMD 성적표/ ‘실적 호조’ 맥도날드 주가↓ 왜?/ GM 축포/ 美집값 추가 붕괴 조짐/ 골드만 “루시드 던져라”/ 확 살아난 우드,2023-02-01,0.86514264,0.05446669,0.08039065,0.12653838,0.13323714,0.7402245
[김현석의 월스트리트나우] 임금 둔화+기업 실적 굿...파월이 뭔 말해도 폭등?,2023-02-01,0.00073461153,0.1049404,0.89432496,0.039901026,0.10181506,0.85828394
"[간밤 월드뉴스 총정리 1월31일] “올 상승장 확률 100%”/ 테슬라 이어 포드도 전기차 가격↓/ 독 4분기 역성장 충격/ “中, 올해 車수출 2위”/ 가스 미스터리…전망?",2023-01-31,7.39e-05,6.91e-05,0.99985695,0.0946351,0.17006747,0.7352974
"[김현석의 월스트리트나우] 인플레 재반등? 스페인 불안...""금리 인하 없으면 상승X""",2023-01-31,6.87324e-05,4.2614854e-05,0.99988854,0.040295627,0.12816676,0.8315376
"[김현석의 월스트리트나우] '미친' 숏스퀴즈…테슬라 이틀간 20%↑, 1일 FOMC가 변곡점?",2023-01-28,4.4523687e-05,3.6392863e-05,0.99991906,0.06609492,0.098068155,0.83583695
[간밤 월드뉴스 총정리 1월28일] PCE 지표 분석/ 테슬라 순풍/ 뜬소문에 2배 뛴 루시드/ 아멕스·타겟은 왜?/ “모든 신호가 경착륙”이라는데/ 다음주 파월·빅테크 실적,2023-01-28,4.49e-05,3.88e-05,0.9999163,0.06623229,0.1306232,0.8031445
[간밤 월드뉴스 총정리 1월27일] 테슬라 갑론을박/ 경제지표 뜯어보니/ 엇갈린 항공주/ 오픈AI의 힘…하루 2.2배 뛴 이 종목/ 남아공도 깜짝 속도 조절/ 메타 바닥?,2023-01-27,5.65e-05,4.43e-05,0.99989927,0.09559009,0.15803991,0.74637
"[김현석의 월스트리트나우] 땡큐! 테슬라+4Q 2.8% 성장... 힘받는 ""1분기 4500간다"" 주장",2023-01-27,0.00029415285,0.00010762717,0.9995982,0.07555881,0.08329298,0.84114826
"[간밤 월드뉴스 총정리 1월26일] 비용 절감…누군가의 매출 감소/ MSFT의 반전 드라마…아마존은?/ 유로 강세 전망/ 실적 충격에도 강세, 보잉/ 성장률 주목",2023-01-26,0.000237228,0.005779352,0.99398345,0.10833202,0.20438786,0.6872801
"[김현석의 월스트리트나우] 암울한 MS 전망 잊어라 강한 시장, 폭락을 지우다",2023-01-26,5.3277858e-05,0.0001232523,0.9998235,0.06553493,0.14389552,0.79056954
[간밤 월드뉴스 총정리 1월25일] 첫 빅테크 실적/ 그랜섬 또 경고/ 윌슨 “달러 변화가 핵심”/ 월마트는 왜?/ 감원 소용없는 3M/ 테슬라 실적이 좌우,2023-01-25,0.005101494,0.005922664,0.9889759,0.0884696,0.20124435,0.7102861
[김현석의 월스트리트나우] MS 시간외 5% 폭등! 기술주 랠리 이어질까,2023-01-25,0.000241168,0.0013993948,0.9983595,0.057483554,0.12951677,0.81299967
[김현석의 월스트리트나우] Fed가 바뀐다? 기술주 폭등! MS 실적(24일)이 단기 좌우,2023-01-24,9.276463e-05,0.0002007691,0.99970645,0.073576495,0.10720085,0.8192226
"[간밤 월드뉴스 총정리 1월24일] “Fed, 인상 중단 논의”에 환호/ 엘에리언 “인플레, 4% 고정”/ “소형주 장세 끝”/ 오픈AI·챗GPT 순풍/ AMD·캐터필라 추천 왜?",2023-01-24,6.31e-05,0.000112408,0.9998246,0.12693888,0.1209307,0.7521304
[간밤 월드뉴스 총정리 1월21일] Fed “연착륙” vs. 시장 “침체 확률 65%”/ 우드의 테슬라 매수 이유/ 제프리스 ‘디스인플레 수혜주’/ 다음주 성장률·실적·PCE 물가,2023-01-21,0.000121315,0.00071384,0.9991648,0.05205904,0.13212909,0.8158119
"[김현석의 월스트리트나우] 구글 해고+넷플릭스 호재! 월러 ""25bp 인상""→나스닥 불냈다",2023-01-21,0.7089984,0.017806377,0.2731952,0.04922581,0.07977677,0.8709975
[간밤 월드뉴스 총정리 1월20일] “나쁜 뉴스는 나쁘다”/ 넷플릭스 급등/ 美서부 집값 30%↓/ 노드스트롬·P&G 경고 의미/ 고먼의 예측/ UBS 추천주 4개,2023-01-20,3.89e-05,3.67e-05,0.9999244,0.05951079,0.1675369,0.77295226
"[김현석의 월스트리트나우] ""나쁜 뉴스는 나쁜 뉴스"" 다우, 올해 마이너스 전환",2023-01-20,0.00017680642,0.0006647549,0.9991585,0.039077416,0.2016454,0.7592772
[간밤 월드뉴스 총정리 1월19일] 칼라일 회장 “투자 진입 시점”/ 가계·기업 침체 신호…씨티는 “연착륙”/ “기술적 고점” 왜?/ 너무 느린 英물가 둔화/ 파티 끝난 파티시티,2023-01-19,3.1e-05,6.75e-05,0.99990153,0.019545056,0.16458328,0.81587166
[김현석의 월스트리트나우] 뚝 떨어진 물가(PPI)에도 연착륙 희망 깨지나,2023-01-19,0.0001458523,0.0021410736,0.9977131,0.028561998,0.13295506,0.8384829
[간밤 월드뉴스 총정리 1월18일] “올해는 배당주 투자”/ 유럽도 속도조절론/ 동전주·코인 급등 결과는?/ MSFT 미래/ 디즈니도 표 대결 장세,2023-01-18,0.000257257,4.8e-05,0.9996948,0.07058476,0.13877128,0.790644
"[김현석의 월스트리트나우] JP모건 ""랠리 사라질 것"" 4000 또 좌절된 S&P",2023-01-18,5.181565e-05,4.685906e-05,0.9999013,0.047460187,0.13011375,0.82242614
"[김현석의 월스트리트나우] 금융주 실적, 이상 없다! 4000 터치한 S&P",2023-01-14,6.076545e-05,6.4835425e-05,0.99987435,0.06535624,0.12378535,0.8108585
[간밤 월드뉴스 총정리 1월14일] 은행주 실적 분석…다이먼·모이니핸 경고/ 美대통령 3년차 때 상승 확률/ 유가 왜?/ 캐시 우드의 귀환/ 다음주 Fed 발언·베이지북·넷플 실적,2023-01-14,4.59e-05,4.52e-05,0.9999089,0.08849542,0.13141224,0.7800924
"[간밤 월드뉴스 총정리 1월13일] 불러드 “빨리 5.1%로”/ 카바나·BBBY·암호화폐주 급등/ “반도체, 하반기 회복”/ 먼저 달린 항공주/ 국채↑·코인↑·달러↓",2023-01-13,4.3e-05,7.54e-05,0.9998815,0.1007256,0.09156647,0.80770797
[김현석의 월스트리트나우] 확 내려간 CPI 물가...증시 별것 없었던 이유,2023-01-13,3.769184e-05,5.3226348e-05,0.99990904,0.018116217,0.058025796,0.923858
[간밤 월드뉴스 총정리 1월12일] “약세장 끝 vs. 추격 매수 말라”/ 올해는 채권의 해/ 테슬라 기대/ 튀르키예 증시는 왜?/ 계란은 어디에?/ 밈주식의 반란,2023-01-12,0.000268004,0.03898693,0.96074504,0.07242535,0.09259834,0.8349763
"[김현석의 월스트리트나우] CPI 낙관론 폭발...야데니 ""강세장 시작""",2023-01-12,0.021261655,0.45913473,0.5196036,0.034778237,0.058999352,0.9062224
"[간밤 월드뉴스 총정리 1월11일] 1분기 최대 변수/ 파월의 정치 독립 강조 왜?/ “유럽, 금리 인상 중단 가깝다” / BBBY 실적/ 크루즈 종목 중 최고는?",2023-01-11,4.52e-05,3.72e-05,0.9999176,0.07160431,0.10483285,0.8235628
[간밤 월드뉴스 총정리 1월10일] 윌슨의 경고/ 기대 인플레 또 둔화/ 잇따른 주택관련주 추천 왜?/ 윌슨 “22% 하락 위험”/ COIN·BBBY 급등의 의미,2023-01-10,4.69e-05,0.000210369,0.9997427,0.08989451,0.11211261,0.79799294
[김현석의 월스트리트나우] '골디락스' 고용→연착륙↑...뜨겁게 달린 뉴욕 증시,2023-01-07,5.208562e-05,3.693825e-05,0.99991095,0.028669154,0.10339373,0.86793715
[간밤 월드뉴스 총정리 1월7일] “다음달 25bp 인상”/ 서비스 침체도 ‘호재 해석’/ 지옥·천당 테슬라/ 파티시티는 왜?/ “SW의 해”/ 다음주 CPI·금융주 실적,2023-01-07,5.14e-05,0.000122273,0.9998264,0.04397987,0.097498596,0.8585215
[김현석의 월스트리트나우] ‘매파’ 불러드 돌아섰지만 강한 고용에 금리 폭등,2023-01-06,6.893101e-05,9.913795e-05,0.9998319,0.017342763,0.10122547,0.88143176
"[간밤 월드뉴스 총정리 1월6일] 테슬라 충격…EJ “매수 기회”/ ""밈주식 BBBY, 결국 파산""/ 불러드의 비둘기 변신/ 43% 급락한 이 은행주/ 7.4% 급락 터키증시 왜?",2023-01-06,0.01665962,0.1587892,0.8245512,0.04210654,0.19750181,0.76039165
"[김현석의 월스트리트나우] Fed ""주가 오르면 안돼"", 마이크 윌슨 ""기술주 더 하락""",2023-01-05,0.00017844434,0.0004150586,0.99940646,0.03426161,0.08640658,0.8793318
"[간밤 월드뉴스 총정리 1월5일] 최악 아닌 슬로세션/ 카시카리 “금리 5.4%까지 올린 뒤 중단”/ 역시 고용이 문제, 왜?/ FOMC 의사록 분석/ 1분기 승자 기대주",2023-01-05,0.000101385,0.004779975,0.9951186,0.09596562,0.14761047,0.75642383
"[김현석의 월스트리트나우] ""Fed는 침체 필요하다"" ...공화당 내분→부채한도 암운",2023-01-04,0.00025891684,0.000969572,0.9987715,0.0212521,0.12211545,0.85663253
"[간밤 월드뉴스 총정리 1월4일] “가스값 급락, 디플레 전조”/ 작년 자산시장 승자와 패자/ 테슬라의 진짜 문제/ 유럽 물가도 둔화 조짐/ 연착륙 베팅한 골드만/ 의사록 공포",2023-01-04,2.84e-05,0.000211529,0.9997601,0.066423245,0.1867671,0.7468096
[간밤 월드뉴스 총정리 12월31일]효과 본 ‘다우의 개’ 전략/ 유럽 물가도 깜짝 둔화/ 올해 승자와 패자/ “마이크론 던져라”/ 달러·유가 예측/ 다음주 고용·의사록,2022-12-31,4.23e-05,0.000119671,0.999838,0.06645732,0.129362,0.8041807
[간밤 월드뉴스 총정리 12월30일] 테슬라·애플의 반전/ “미국 경제 어디까지 왔나”/ 고용 둔화 신호/ 넷플릭스 추천 이유/ 내년 10개 유망주,2022-12-30,0.000541065,0.013912782,0.9855461,0.091152124,0.12540574,0.7834421
